iter	Passed	Remaining
1296	2807802	8016415
1297	2809779	8013715
1298	2811838	8011251
1299	2814254	8009802
1300	2816589	8008119
1301	2818925	8006439
1302	2820249	8001891
1303	2822191	7999095
1304	2824600	7997624
1305	2826633	7995087
1306	2828443	7991923
1307	2830842	7990421
1308	2832848	7987809
1309	2835070	7985809
1310	2837368	7984020
1311	2839125	7980713
1312	2841426	7978934
1313	2843469	7976430
1314	2845323	7973396
1315	2847626	7971624
1316	2849780	7969431
1317	2851974	7967352
1318	2853781	7964192
1319	2855982	7962133
1320	2858280	7960343
1321	2860939	7959557
1322	2863258	7957825
1323	2865510	7955904
1324	2867751	7953952
1325	2870015	7952065
1326	2872356	7950387
1327	2874474	7948095
1328	2876926	7946726
1329	2879305	7945150
1330	2881611	7943375
1331	2884022	7941887
1332	2886324	7940098
1333	2888684	7938467
1334	2890469	7935258
1335	2892257	7932059
1336	2894573	7930308
1337	2895995	7926109
1338	2897772	7922885
1339	2900219	7921494
1340	2902398	7919370
1341	2904748	7917713
1342	2906742	7915083
1343	2908816	7912672
1344	2910998	7910557
1345	2912752	7907279
1346	2914185	7903133
1347	2916484	7901337
1348	2918459	7898662
1349	2920801	7896981
1350	2923124	7895247
1351	2924876	7891974
1352	2926864	7889337
1353	2928639	7886128
1354	2930952	7884371
1355	2933184	7882391
1356	2934928	7879102
1357	2936542	7875469
1358	2938998	7874093
1359	2941258	7872193
1360	2943473	7870169
1361	2945537	7867743
1362	2947717	7865625
1363	2950028	7863858
1364	2952087	7861421
1365	2953833	7858149
1366	2956153	7856405
1367	2957723	7852670
1368	2959843	7850395
1369	2962005	7848232
1370	2963974	7845561
1371	2966309	7843856
1372	2968244	7841094
1373	2969935	7837689
1374	2972187	7835767
1375	2973628	7831708
1376	2975833	7829662
1377	2978180	7827988
1378	2980393	7825964
1379	2982620	7823976
1380	2984873	7822055
1381	2986687	7818983
1382	2988694	7816418
1383	2991003	7814646
1384	2993397	7813092
1385	2995211	7810024
1386	2997590	7808432
1387	2999866	7806569
1388	3001910	7804103
1389	3003870	7801419
1390	3006085	7799397
1391	3008308	7797396
1392	3010664	7795739
1393	3012676	7793193
1394	3015167	7791883
1395	3017730	7790758
1396	3019915	7788658
1397	3022128	7786628
1398	3024200	7784235
