iter	Passed	Remaining
437	83360	106960
438	83522	106734
439	83711	106541
440	83886	106332
441	84067	106130
442	84241	105919
443	84418	105713
444	84601	105514
445	84779	105309
446	84962	105110
447	85141	104906
448	85312	104692
449	85489	104487
450	85670	104285
451	85850	104084
452	86048	103903
453	86238	103714
454	86414	103507
455	86614	103329
456	86800	103134
457	86982	102935
458	87155	102726
459	87326	102514
460	87534	102345
461	87722	102152
462	87891	101938
463	88074	101741
464	88266	101553
465	88461	101370
466	88654	101184
467	88843	100993
468	89044	100815
469	89224	100615
470	89418	100429
471	89609	100240
472	89787	100038
473	89975	99846
474	90166	99658
475	90350	99461
476	90521	99251
477	90734	99086
478	90931	98904
479	91108	98700
480	91290	98502
481	91504	98338
482	91722	98179
483	91915	97993
484	92104	97801
485	92289	97606
486	92486	97423
487	92695	97254
488	92900	97080
489	93088	96888
490	93268	96688
491	93440	96478
492	93612	96270
493	93815	96094
494	94007	95906
495	94189	95708
496	94377	95516
497	94568	95328
498	94737	95117
499	94931	94931
500	95138	94758
501	95318	94559
502	95504	94365
503	95683	94164
504	95866	93967
505	96056	93778
506	96233	93576
507	96423	93386
508	96631	93214
509	96807	93011
510	96975	92800
511	97189	92634
512	97371	92436
513	97556	92242
514	97739	92045
515	97945	91871
516	98132	91678
517	98314	91481
518	98493	91282
519	98683	91092
520	98869	90899
521	99058	90708
522	99245	90516
523	99442	90333
524	99632	90143
525	99832	89963
526	100016	89768
527	100195	89568
528	100393	89386
529	100611	89221
530	100807	89036
531	100993	88843
532	101216	88683
533	101400	88488
534	101579	88288
535	101758	88089
536	101948	87899
537	102124	87698
538	102300	87496
539	102489	87306
540	102711	87143
541	102902	86954
542	103112	86781
543	103309	86597
544	103503	86411
545	103690	86218
546	103887	86034
547	104063	85833
548	104250	85640
549	104433	85445
550	104605	85241
551	104787	85045
552	104986	84862
553	105187	84681
554	105380	84494
555	105570	84304
556	105767	84120
557	105960	83932
558	106184	83769
559	106378	83583
560	106592	83412
561	106784	83223
562	106963	83025
563	107175	82851
564	107349	82649
565	107528	82451
566	107707	82252
567	107878	82048
568	108076	81864
569	108250	81662
570	108423	81459
571	108601	81261
572	108794	81074
573	108986	80885
574	109184	80701
575	109360	80501
576	109553	80313
577	109732	80116
578	109931	79932
579	110122	79744
580	110308	79551
581	110498	79361
582	110691	79173
583	110877	78981
584	111062	78787
585	111246	78593
586	111418	78391
587	111603	78198
588	111805	78017
589	111981	77817
590	112174	77629
591	112368	77443
592	112580	77268
593	112811	77106
594	113029	76935
595	113245	76763
596	113421	76564
597	113628	76386
598	113809	76189
599	113982	75988
600	114173	75799
601	114370	75614
602	114567	75428
603	114761	75241
604	114935	75040
605	115123	74849
606	115301	74651
607	115501	74467
608	115700	74283
609	115872	74082
610	116068	73896
611	116266	73711
612	116450	73517
613	116624	73317
614	116816	73128
615	117008	72940
616	117184	72741
617	117364	72545
618	117543	72348
619	117728	72156
620	117925	71970
621	118117	71782
622	118293	71583
623	118491	71398
624	118672	71203
625	118847	71004
626	119021	70805
627	119207	70613
628	119388	70418
629	119561	70218
630	119753	70030
631	119951	69844
632	120155	69663
633	120329	69464
634	120516	69273
635	120700	69080
636	120930	68913
637	121133	68731
638	121313	68535
639	121500	68343
640	121675	68145
641	121847	67946
642	122016	67744
643	122202	67553
644	122391	67362
645	122559	67160
646	122751	66972
647	122955	66790
648	123151	66604
649	123338	66413
650	123540	66230
651	123720	66035
652	123902	65841
653	124102	65656
654	124330	65487
655	124505	65289
656	124688	65095
657	124902	64918
658	125130	64748
659	125320	64558
660	125503	64365
661	125688	64173
662	125882	63985
663	126071	63795
664	126251	63600
665	126452	63415
666	126644	63227
667	126838	63039
668	127037	62854
669	127238	62669
670	127435	62483
671	127595	62278
672	127782	62087
673	127982	61902
674	128155	61704
675	128334	61509
676	128510	61312
677	128701	61123
678	128872	60924
679	129058	60733
680	129232	60536
681	129408	60340
682	129607	60154
683	129795	59964
684	129975	59769
685	130162	59578
686	130348	59387
687	130538	59197
688	130731	59009
689	130904	58812
690	131094	58622
691	131297	58438
692	131486	58248
693	131695	58067
694	131870	57871
695	132046	57675
696	132230	57483
697	132427	57296
698	132624	57110
699	132799	56913
700	133004	56730
701	133191	56540
702	133374	56347
703	133550	56151
704	133729	55957
705	133923	55769
706	134100	55575
707	134277	55379
708	134455	55185
709	134638	54993
710	134818	54799
711	134990	54602
712	135195	54419
713	135398	54235
714	135589	54046
715	135789	53860
716	135974	53669
717	136172	53482
718	136366	53294
719	136538	53098
720	136736	52911
721	136922	52720
722	137095	52524
723	137287	52336
724	137475	52145
725	137675	51960
726	137845	51763
727	138040	51575
728	138218	51381
729	138401	51189
730	138599	51003
731	138772	50807
732	138944	50611
733	139131	50421
734	139309	50227
735	139484	50032
736	139677	49844
737	139856	49651
738	140042	49460
739	140222	49267
740	140419	49080
741	140612	48892
742	140794	48700
743	141024	48524
744	141203	48331
745	141414	48149
746	141596	47957
747	141789	47768
748	141981	47579
749	142196	47398
750	142401	47214
751	142618	47033
752	142819	46847
753	143019	46661
754	143205	46470
755	143388	46278
756	143614	46100
757	143798	45909
758	143998	45722
759	144188	45533
760	144364	45339
761	144542	45145
762	144721	44952
763	144904	44761
764	145084	44568
765	145275	44379
766	145460	44188
767	145673	44005
768	145844	43810
769	146029	43619
770	146199	43423
771	146374	43229
772	146569	43041
773	146778	42857
774	146954	42664
775	147132	42471
776	147291	42272
777	147466	42079
778	147644	41886
779	147835	41697
780	148006	41502
781	148188	41310
782	148365	41117
783	148558	40929
784	148754	40741
785	148944	40552
786	149142	40365
787	149321	40172
788	149516	39984
789	149697	39792
790	149896	39605
791	150093	39418
792	150274	39226
793	150446	39032
794	150640	38844
795	150821	38652
796	150995	38459
797	151180	38268
798	151382	38082
799	151555	37888
800	151738	37697
801	151924	37507
802	152111	37317
803	152290	37125
804	152469	36933
805	152661	36744
806	152827	36549
807	153013	36359
808	153183	36165
809	153390	35980
810	153574	35789
811	153750	35597
812	153932	35406
813	154122	35217
814	154314	35028
815	154505	34839
816	154701	34651
817	154877	34459
818	155075	34271
819	155274	34084
820	155450	33892
821	155643	33703
822	155831	33514
823	156038	33328
824	156211	33135
825	156413	32949
826	156618	32763
827	156791	32570
828	156983	32381
829	157173	32192
830	157337	31997
831	157518	31806
832	157723	31620
833	157911	31430
834	158101	31241
835	158301	31054
836	158475	30861
837	158659	30671
838	158846	30481
839	159027	30290
840	159208	30100
841	159379	29907
842	159566	29717
843	159737	29524
844	159926	29335
845	160118	29146
846	160310	28958
847	160502	28769
848	160690	28579
849	160879	28390
850	161062	28200
851	161254	28011
852	161449	27823
853	161644	27634
854	161840	27446
855	162039	27258
856	162237	27071
857	162416	26880
858	162609	26691
859	162804	26503
860	163006	26315
861	163200	26127
862	163391	25938
863	163568	25746
864	163743	25555
865	163931	25365
866	164131	25178
867	164327	24989
868	164501	24798
869	164684	24608
870	164856	24416
871	165028	24224
872	165224	24036
873	165400	23844
874	165574	23653
875	165758	23463
876	165936	23272
877	166115	23082
878	166310	22893
879	166480	22701
880	166655	22510
881	166853	22322
882	167050	22134
883	167244	21946
884	167415	21754
885	167592	21563
886	167797	21376
887	167988	21187
888	168150	20995
889	168342	20806
890	168548	20619
891	168730	20429
892	168924	20240
893	169096	20049
894	169292	19861
895	169470	19670
896	169647	19480
897	169846	19292
898	170034	19102
899	170216	18912
900	170393	18722
901	170597	18534
902	170783	18345
903	170980	18157
904	171152	17966
905	171367	17779
906	171562	17591
907	171764	17403
908	171953	17214
909	172135	17024
910	172318	16834
911	172508	16645
912	172691	16455
913	172884	16266
914	173065	16077
915	173277	15890
916	173460	15700
917	173647	15511
918	173845	15322
919	174004	15130
920	174195	14941
921	174376	14752
922	174572	14563
923	174748	14373
924	174907	14181
925	175102	13993
926	175296	13804
927	175490	13615
928	175684	13426
929	175869	13237
930	176094	13051
931	176270	12860
932	176495	12674
933	176673	12484
934	176856	12294
935	177035	12105
936	177243	11917
937	177421	11727
938	177614	11538
939	177788	11348
940	177986	11159
941	178162	10969
942	178349	10780
943	178530	10590
944	178724	10401
945	178906	10212
946	179091	10023
947	179277	9833
948	179462	9644
949	179646	9455
950	179837	9266
951	180050	9078
952	180258	8889
953	180453	8701
954	180648	8512
955	180837	8323
956	181032	8134
957	181207	7944
958	181389	7754
959	181565	7565
960	181740	7375
961	181916	7185
962	182102	6996
963	182307	6808
964	182500	6619
965	182689	6430
966	182868	6240
967	183064	6051
968	183256	5862
969	183434	5673
970	183625	5484
971	183810	5294
972	184005	5106
973	184196	4916
974	184376	4727
975	184571	4538
976	184759	4349
977	184957	4160
978	185135	3971
979	185325	3782
980	185512	3593
981	185706	3403
982	185899	3214
983	186089	3025
984	186290	2836
985	186455	2647
986	186631	2458
987	186815	2269
988	187013	2080
989	187197	1890
990	187394	1701
991	187585	1512
992	187760	1323
993	187936	1134
994	188133	945
995	188323	756
996	188509	567
997	188691	378
998	188879	189
999	189095	0
